index,sales,star_rating,neg,pos,neu,helpness,vine_Y,veri_y,two_sides,rate_exp_num,rate_exp_txt
109226352,79,3.9240506329113924,0.046113924050632915,0.1913797468354431,0.762518987341772,0.2022073877140897,0.0,69.0,75.0,1.8715806236937904,2.0917312051038377
147401377,10,1.1,0.15619999999999998,0.08630000000000002,0.7573000000000001,0.23886786915685748,0.0,2.0,9.0,0.08333362277225448,0.06801986884253874
149559260,1,5.0,0.133,0.069,0.7979999999999999,0.3693840026182692,0.0,1.0,1.0,1.8244937958902314,2.100688622258844
155528792,11,2.272727272727273,0.07009090909090909,0.10236363636363638,0.8274545454545454,0.28227988200830695,0.0,3.0,11.0,0.7353857484967616,0.7077187490553372
166483932,13,3.0,0.04084615384615385,0.1260769230769231,0.8331538461538462,0.22716290089075636,0.0,6.0,13.0,1.0139085859372,1.1122611027152298
168181302,14,3.4285714285714284,0.0385,0.17799999999999994,0.7835714285714285,0.2828689974734728,0.0,9.0,13.0,1.3126195098678957,1.3464058305177633
215953885,14,2.7142857142857144,0.08471428571428571,0.10678571428571426,0.8085000000000001,0.20278032297039209,0.0,6.0,14.0,0.9061902059180982,0.9610712138489432
242727854,27,2.074074074074074,0.06500000000000002,0.08607407407407407,0.8489259259259259,0.26254539346631983,0.0,7.0,27.0,0.6289686926559686,0.6596916604929124
295520151,74,3.554054054054054,0.07425675675675675,0.1553513513513514,0.7704594594594595,0.21568051016051373,0.0,45.0,71.0,1.5636691600357548,1.814691352510378
305608994,45,4.266666666666667,0.0468888888888889,0.21608888888888894,0.7371555555555557,0.27705243761464854,0.0,37.0,40.0,1.8719203104393238,2.016200284186138
309267414,11,4.636363636363637,0.04609090909090909,0.311,0.6429090909090909,0.14836128921114258,0.0,11.0,8.0,1.8526403301632484,1.963755093170489
311592014,1,1.0,0.17800000000000002,0.086,0.736,0.330117971289604,0.0,0.0,1.0,0.045468739410482184,0.0005575827482352802
313983847,1,4.0,0.0,0.401,0.599,0.05293632350136629,0.0,1.0,1.0,1.4239114495214642,1.5735233685807648
379992322,11,2.3636363636363638,0.08399999999999999,0.08172727272727273,0.8344545454545454,0.22646122492920215,0.0,3.0,11.0,0.7455775833719475,0.7567717614923422
392967251,25,1.56,0.08007999999999998,0.06468,0.8552000000000003,0.3109255042319019,0.0,2.0,25.0,0.29127304388013464,0.36060195387352645
423421857,391,3.887468030690537,0.04768542199488489,0.28069565217391307,0.6716214833759592,0.11247589151106342,0.0,363.0,309.0,5.0,5.0
454581724,1,4.0,0.0,0.583,0.41700000000000004,0.053250722143664435,0.0,1.0,0.0,1.5427854133280352,1.5667483973992824
459626087,41,3.951219512195122,0.051073170731707314,0.15212195121951225,0.796780487804878,0.29950038208418606,0.0,24.0,41.0,1.67883686500233,1.8361632994017485
464779766,28,3.5357142857142856,0.08407142857142856,0.16585714285714284,0.7500714285714285,0.2209336698279823,8.0,17.0,27.0,1.4265565184584639,1.493866477548294
486381187,33,2.8181818181818183,0.07012121212121211,0.11633333333333333,0.8134242424242422,0.2666829606362447,0.0,15.0,32.0,0.9232754595208975,1.1107632775944773
494028413,1,1.0,0.055,0.057,0.888,0.001671684911007762,0.0,0.0,1.0,0.020707122560903873,0.0
